Timestamp,Value,Category
2021/10/25 13:25,42164.7098,0
2021/10/26 10:25,42164.8105,0
2021/10/27 21:11,42164.9904,0
2021/10/28 9:31,42165.0572,0
2021/10/29 22:14,42165.2716,0
2021/10/30 12:36,42165.3599,0
2021/10/31 12:43,42165.511,0
2021/11/1 14:25,42165.6739,0
2021/11/2 19:50,42165.8556,0
2021/11/3 18:14,42165.9865,0
2021/11/4 13:11,42166.0925,0
2021/11/5 13:18,42166.2164,0
2021/11/6 13:24,42166.3274,0
2021/11/7 10:05,42166.4144,0
2021/11/8 13:38,42166.5136,3
2021/11/9 10:32,42166.5829,3
2021/11/10 15:35,42166.6698,3
2021/11/11 17:26,42163.3323,3
2021/11/12 19:16,42163.401,3
2021/11/13 20:25,42163.4758,3
2021/11/14 14:33,42163.5291,0
2021/11/15 12:43,42163.598,0
2021/11/16 14:24,42163.6833,0
2021/11/17 21:34,42163.7951,0
2021/11/18 14:03,42163.8557,0
2021/11/19 11:28,42163.9395,0
2021/11/20 20:12,42164.0799,0
2021/11/21 20:50,42164.1901,0
2021/11/22 13:51,42164.2689,0
2021/11/23 21:11,42164.4239,0
2021/11/24 18:56,42164.5385,0
2021/11/25 12:10,42164.6358,0
2021/11/26 12:16,42164.7765,0
2021/11/27 13:13,42164.9296,0
2021/11/28 14:00,42165.0858,0
2021/11/29 12:37,42165.2285,0
2021/11/30 7:34,42165.3473,0
2021/12/1 11:08,42165.5122,0
2021/12/2 12:58,42165.6549,0
2021/12/3 13:05,42165.776,0
2021/12/4 4:35,42165.8505,0
2021/12/5 9:55,42165.9689,0
2021/12/6 13:28,42166.0636,3
2021/12/7 14:05,42166.1407,3
2021/12/8 13:39,42166.2094,3
2021/12/9 22:23,42163.4831,3
2021/12/10 20:14,42163.4186,3
2021/12/11 14:00,42163.4643,3
2021/12/12 12:24,42163.5316,0
2021/12/13 12:31,42163.6062,0
2021/12/14 12:38,42163.6869,0
2021/12/15 16:44,42163.7884,0
2021/12/16 21:50,42163.9014,0
2021/12/17 20:05,42163.9925,0
2021/12/18 21:42,42164.104,0
2021/12/19 20:06,42164.2069,0
2021/12/20 20:03,42164.3218,0
2021/12/21 20:19,42164.4449,0
2021/12/22 13:33,42164.5388,0
2021/12/23 11:49,42164.6636,0
2021/12/24 20:40,42164.8545,0
2021/12/25 13:54,42164.9624,0
2021/12/26 13:49,42165.1115,0
2021/12/27 13:07,42165.2565,0
2021/12/28 17:41,42165.4286,0
2021/12/29 20:20,42165.5806,0
2021/12/30 12:45,42165.6675,0
2021/12/31 14:21,42165.7917,0
2022/1/1 16:25,42165.9044,0
2022/1/2 16:32,42165.9963,0
2022/1/3 13:13,42166.0667,0
2022/1/4 18:30,42166.1587,0
2022/1/5 18:36,42166.2279,0
2022/1/6 20:26,42166.3,3
2022/1/7 20:20,42166.365,3
2022/1/8 5:47,42166.3922,3
2022/1/9 10:27,42163.9782,3
2022/1/10 5:51,42163.179,3
2022/1/11 12:24,42163.2561,3
2022/1/12 12:31,42163.3466,0
2022/1/13 12:38,42163.4408,0
2022/1/14 13:27,42163.5439,0
2022/1/15 18:02,42163.6709,0
2022/1/16 19:51,42163.792,0
2022/1/17 13:49,42163.8817,0
2022/1/18 17:50,42164.0264,0
2022/1/19 18:29,42164.1609,0
2022/1/20 15:10,42164.2809,0
2022/1/21 14:19,42164.4177,0
2022/1/22 20:33,42164.5994,0
2022/1/23 19:05,42164.7367,0
2022/1/24 14:22,42164.8528,0
2022/1/25 12:17,42164.9803,0
2022/1/26 13:35,42165.1197,0
2022/1/27 14:30,42165.247,0
2022/1/28 10:54,42165.3426,0
2022/1/29 12:54,42165.4519,0
2022/1/30 13:33,42165.545,0
2022/1/31 12:58,42165.6249,0
2022/2/1 13:05,42165.7006,0
2022/2/2 13:12,42165.772,0
2022/2/3 16:46,42165.8517,0
2022/2/4 18:36,42165.9246,0
2022/2/5 18:43,42165.9938,0
2022/2/6 19:39,42166.0687,3
2022/2/7 12:03,42166.1225,3
2022/2/8 5:12,42166.1786,3
2022/2/9 17:27,42163.1714,3
2022/2/10 19:17,42163.057,3
2022/2/11 12:30,42163.1246,3
2022/2/12 14:17,42163.2432,0
2022/2/13 14:01,42163.3595,0
2022/2/14 18:01,42163.5027,0
2022/2/15 12:58,42163.6065,0
2022/2/16 20:41,42163.7822,0
2022/2/17 20:05,42163.919,0
2022/2/18 20:12,42164.0628,0
2022/2/19 21:13,42164.2134,0
2022/2/20 21:24,42164.3566,0
2022/2/21 20:57,42164.4909,0
2022/2/22 18:56,42164.6089,0
2022/2/23 13:37,42164.7039,0
2022/2/24 12:16,42164.8121,0
2022/2/25 20:59,42164.956,0
2022/2/26 21:06,42165.0499,0
2022/2/27 21:13,42165.1354,0
2022/2/28 12:43,42165.1833,0
2022/3/1 12:50,42165.2593,0
2022/3/2 13:50,42165.3347,0
2022/3/3 13:51,42165.4054,0
2022/3/4 12:36,42165.4721,0
2022/3/5 19:56,42165.5643,0
2022/3/6 20:34,42165.6406,0
2022/3/7 9:12,42165.6843,0
2022/3/8 13:02,42165.781,3
2022/3/9 20:38,42165.8971,3
2022/3/10 13:48,42165.9686,3
2022/3/11 20:51,42163.177,3
2022/3/12 17:32,42163.2631,3
2022/3/13 17:38,42163.3844,3
2022/3/14 22:55,42163.5428,0
2022/3/15 20:16,42163.6606,0
2022/3/16 14:54,42163.7707,0
